name,mes,maxC,minC,rocioC,hum_rel,velo_vien_kph,vien_grad_sex,nubosidad%,radiac_solar_watios_m2,energ_solar_MJ_m2,clase hoy,clase manana
Lima,11,21,17.7,15.6,82.7,16.6,199.6,97.7,330.5,28.6,nublado,nublado
Lima,11,20,17,15.4,83.8,13,208.8,100,304.3,26.4,nublado,nublado
Lima,11,20,16.8,15.3,84,16.6,221.4,100,291,25.1,nublado,nublado
Lima,11,21,17,15.6,82.1,22.3,176,75.5,258.8,22.3,parcialmente nublado,nublado
Lima,11,21.1,16,15.1,81.9,24.1,173.7,82.3,331.6,28.5,lluvioso,parcialmente nublado
Lima,11,22,17,15.5,81.6,24.1,172.8,85.7,332.8,28.9,parcialmente nublado,lluvioso
Lima,11,21,17.7,15.8,82.2,25.9,168.7,95.9,338.6,29.3,nublado,parcialmente nublado
Lima,11,21,17,15.7,81.9,22.3,179.6,99.1,332.6,28.7,nublado,nublado
Lima,11,20,17.8,15.9,83.5,16.6,191.7,100,320.3,27.7,nublado,nublado
Lima,11,21,17,15.9,82.6,16.6,177.8,96.8,339.9,29.3,nublado,nublado
Lima,11,23,17.8,15.2,77.8,18.4,184.6,84.5,335.5,29,parcialmente nublado,nublado
Lima,11,21,17,15.4,81.2,16.6,196.3,92.6,339,29.3,nublado,parcialmente nublado
Lima,11,22,17.8,15.1,77.9,22.3,182.4,98.9,223.8,19.3,nublado,nublado
Lima,11,23.7,17.9,15.5,77,18.4,177.3,85.3,287.5,24.8,parcialmente nublado,nublado
Lima,11,23,18,15.7,77.7,20.5,173.7,79.7,256.2,22.2,parcialmente nublado,parcialmente nublado
Lima,11,23,17.9,16,80,25.9,172.9,79.5,239.9,20.7,parcialmente nublado,parcialmente nublado
Lima,11,22.8,18,16.2,80.6,20.5,177.5,96.1,304.9,26.3,nublado,parcialmente nublado
Lima,11,22,17.8,16,81,16.6,177.7,100,319.7,27.6,nublado,nublado
Lima,11,22,18,16,80.6,24.1,171.2,97.1,329,28.6,nublado,nublado
Lima,11,23,18,15.9,78.6,22.3,175.6,98.7,340,29.3,lluvioso,nublado
Lima,11,21,18,16,80.5,18.4,187,98.4,351.1,30.3,nublado,lluvioso
Lima,11,23.1,18,16.1,78.1,37.1,166,64.8,348,30,parcialmente nublado,nublado
Lima,11,23,17.8,15.8,79.2,14.8,244.1,90,309.5,26.6,parcialmente nublado,parcialmente nublado
Lima,11,24,18,15.8,78.4,16.6,178.7,77.4,319.2,27.5,parcialmente nublado,parcialmente nublado
Lima,11,23,18,15.8,78.9,23.3,169.7,90.4,323.7,27.9,nublado,parcialmente nublado
Lima,11,22,17.9,15.7,79.8,24.1,178.7,84.6,322.4,27.7,parcialmente nublado,nublado
Lima,11,24,18,15,74.1,22.3,166,80.5,338,29.3,parcialmente nublado,parcialmente nublado
Lima,11,24,18,15.4,73.9,35.3,163.4,60.3,337.3,29,parcialmente nublado,parcialmente nublado
Lima,11,23,17,16.2,83.2,24.1,174.9,58,338.8,29,parcialmente nublado,parcialmente nublado
Lima,12,21.1,16.8,16.2,86.1,14.8,224,80.4,325.2,28,parcialmente nublado,parcialmente nublado
Lima,12,24,19,16.3,77.2,20.5,170.5,78.1,231.4,19.9,parcialmente nublado,parcialmente nublado
Lima,12,24,18.8,16.8,79.1,22.3,168.3,82.8,280,24.1,parcialmente nublado,parcialmente nublado
Lima,12,22,18.8,16.6,81,18.4,165.8,99.8,157.5,13.5,nublado,parcialmente nublado
Lima,12,22.1,19,17,82,20.5,160.9,100,296,25.5,nublado,nublado
Lima,12,23,18.9,17,81,20.5,164,99.5,299.9,25.7,nublado,nublado
Lima,12,25,19,17.6,79.9,24.1,176.5,87.5,124,10.9,parcialmente nublado,nublado
Lima,12,23,19,18,85.8,14.8,196.9,98.6,233.3,20.3,nublado,parcialmente nublado
Lima,12,22,19,17.4,83.7,20.5,172.3,100,260.1,22.4,nublado,nublado
Lima,12,23,18.8,17.3,83.1,13,203.6,98.9,287.4,24.9,nublado,nublado
Lima,12,24.1,18.9,17.2,79.6,18.4,187.7,78.6,340,29.3,parcialmente nublado,nublado
Lima,12,24,18,17,81.3,18.4,186.5,70,325.8,28.1,parcialmente nublado,parcialmente nublado
Lima,12,25,19,17.6,78.3,18.4,174,60.4,285.3,24.6,parcialmente nublado,parcialmente nublado
Lima,12,25.2,19,17.8,79.4,25.9,171.9,61.7,326.4,28.3,parcialmente nublado,parcialmente nublado
Lima,12,25,20,17.7,77.3,18.4,173.1,84.1,228.2,19.7,parcialmente nublado,parcialmente nublado
Lima,12,24,19,17.9,82.1,22.3,178.9,88.8,306.7,26.6,parcialmente nublado,parcialmente nublado
Lima,12,25,19.9,18.1,80.7,22.3,175.3,96.2,268,23.1,nublado,parcialmente nublado
Lima,12,24,19.7,18.3,82.7,20.5,168.1,91.9,260.9,22.6,nublado,nublado
Lima,12,25,19,18.5,83.6,29.5,162.7,88.3,311.4,26.7,parcialmente nublado,nublado
Lima,12,24.9,19.5,18,82.5,43.2,172.9,90.9,153.1,13.2,nublado,parcialmente nublado
Lima,12,22,19.9,17.9,84.1,13,266.5,99.1,285.2,24.8,nublado,nublado
Lima,12,25,19.9,17.9,80.3,18.4,188.4,88.6,218.1,18.7,parcialmente nublado,nublado
Lima,12,25,19,18,80.1,22.3,168,83.5,282,24.2,parcialmente nublado,parcialmente nublado
Lima,12,24,20.8,18.6,82.9,20.5,166.9,98.6,239.5,20.4,nublado,parcialmente nublado
Lima,12,25,20,18.8,84,27.7,165.2,94.1,234.2,20.1,nublado,nublado
Lima,12,27,19.8,18.2,78.1,22.3,177.2,63,314.8,27,parcialmente nublado,nublado
Lima,12,25,20,17.9,80.7,20.5,189.1,60.7,304.8,26.5,parcialmente nublado,parcialmente nublado
Lima,12,24,19,17.7,81.4,18.4,208.1,64.1,335.3,29.2,parcialmente nublado,parcialmente nublado
Lima,12,25,19,17.5,80.7,20.5,190.3,74.4,284.6,24.4,parcialmente nublado,parcialmente nublado
Lima,12,25,19,17.9,79.1,14.8,200.6,71.1,303.9,26.2,parcialmente nublado,parcialmente nublado
Lima,12,26,18.9,18.4,80.1,20.5,182.9,56.1,336.2,29.2,parcialmente nublado,parcialmente nublado
Lima,1,26,19.2,18.3,77.4,20.5,173.9,64.4,322.2,28,parcialmente nublado,parcialmente nublado
Lima,1,26,20,18,75.7,22.3,174.9,70,317.2,27.3,parcialmente nublado,parcialmente nublado
Lima,1,25,18.6,18.1,76.5,27.7,164.7,47,309.5,26.5,parcialmente nublado,parcialmente nublado
Lima,1,26,19,18,77.7,29.5,178.3,70,164.2,14.2,parcialmente nublado,parcialmente nublado
Lima,1,26,19,18,78.4,20.5,182.3,69.5,296.2,25.5,parcialmente nublado,parcialmente nublado
Lima,1,25,19,18.1,80.6,14.8,202.7,80.3,318.8,27.4,parcialmente nublado,parcialmente nublado
Lima,1,25,20,18.1,81,16.6,212.2,55.3,336.6,29,parcialmente nublado,parcialmente nublado
Lima,1,26,20,18.2,77.8,20.5,183.3,44.7,325,28.1,parcialmente nublado,parcialmente nublado
Lima,1,25,21,18.3,76.9,29.5,171.8,26.8,336.7,28.9,parcialmente nublado,parcialmente nublado
Lima,1,26,19.4,18.6,78.3,22.3,175.6,62.7,335.2,28.9,parcialmente nublado,parcialmente nublado
Lima,1,26,19.8,19,78.2,18.4,175.1,76.3,329.4,28.5,parcialmente nublado,parcialmente nublado
Lima,1,27,19.2,19,77.3,24.1,174.1,56.9,300.1,25.9,parcialmente nublado,parcialmente nublado
Lima,1,27,21,18.9,76.1,27.7,169,84,241.9,20.9,parcialmente nublado,parcialmente nublado
Lima,1,27,20,19.1,78.3,24.1,176.8,68.8,264.7,22.9,parcialmente nublado,parcialmente nublado
Lima,1,26,19.9,19.8,81.4,27.7,167.2,64.2,281.6,24.4,parcialmente nublado,parcialmente nublado
Lima,1,27,19.5,19.3,77.5,18.4,172.2,86.2,254.4,22,parcialmente nublado,parcialmente nublado
Lima,1,26,22,19.1,78,18.4,173.6,90.6,130.3,11.1,nublado,parcialmente nublado
Lima,1,27,19,19.1,80.5,31.3,166.9,49.7,314.8,27.1,parcialmente nublado,nublado
Lima,1,25,19,18.9,85.4,22.3,173.8,72.3,344.7,29.7,parcialmente nublado,parcialmente nublado
Lima,1,28,19.3,18.2,74.7,25.9,172.1,60,349.5,30.2,parcialmente nublado,parcialmente nublado
Lima,1,27,20,18.6,75.6,22.3,170.3,47.8,337.9,29.3,parcialmente nublado,parcialmente nublado
Lima,1,27,22,19.2,76.2,22.3,167.9,72.4,154.6,13.3,parcialmente nublado,parcialmente nublado
Lima,1,26,19.1,19.1,81.1,18.4,174.2,75,255.6,22,parcialmente nublado,parcialmente nublado
Lima,1,28,19,19.1,78.6,20.5,181.6,55,301.9,26,parcialmente nublado,parcialmente nublado
Lima,1,28,20,18.7,73.8,20.5,176.8,41.9,344.8,29.8,parcialmente nublado,parcialmente nublado
Lima,1,27,19.1,19.1,74,18.4,177.9,44.3,342.1,29.7,parcialmente nublado,parcialmente nublado
Lima,1,26,19.8,19.5,78.6,20.5,172.2,59.2,342.9,29.5,parcialmente nublado,parcialmente nublado
Lima,1,26,20.1,19.3,79,24.1,174.8,61,332.5,28.7,parcialmente nublado,parcialmente nublado
Lima,1,26,19.8,19,79.4,20.5,181.1,58.1,334.1,29,parcialmente nublado,parcialmente nublado
Lima,1,25,20,19,82.5,25.9,196,72.5,337.4,29.2,parcialmente nublado,parcialmente nublado
Lima,1,28,19,18.9,77.2,16.6,190.9,64.3,341.3,29.3,parcialmente nublado,parcialmente nublado
Lima,2,28,21,18.6,72,20.5,176.8,52.3,341.8,29.4,parcialmente nublado,parcialmente nublado
Lima,2,27,20.5,19,76.9,20.5,176,78.1,220,19.1,parcialmente nublado,parcialmente nublado
Lima,2,24,20,19.2,86.4,13,270.7,71.6,334.9,29,parcialmente nublado,parcialmente nublado
Lima,2,29,20,19.1,74.3,22.3,173.5,68.9,299.8,25.7,parcialmente nublado,parcialmente nublado
Lima,2,29,20,18.4,69.8,22.3,174.3,74.2,261.6,22.5,parcialmente nublado,parcialmente nublado
Lima,2,29,23,18.3,65.6,20.5,174.8,79.2,297.6,25.8,parcialmente nublado,parcialmente nublado
Lima,2,28,20.9,19.2,71.2,25.9,173.8,85.9,262.5,22.8,parcialmente nublado,parcialmente nublado
Lima,2,29,21.4,20.2,75.3,14.8,191.5,91.9,203.1,17.6,nublado,parcialmente nublado
Lima,2,31,24,19.9,67.5,20.5,173.1,84.3,287.2,24.7,parcialmente nublado,nublado
Lima,2,29,21,21.6,79.6,22.3,171.9,69.5,298.6,25.9,parcialmente nublado,parcialmente nublado
Lima,2,28,21.3,21.4,81.4,25.9,167.3,83.4,294.1,25.4,parcialmente nublado,parcialmente nublado
Lima,2,27,21,20.3,82.3,25.9,174.3,81.3,337.1,29.1,parcialmente nublado,parcialmente nublado
Lima,2,27,21,19.9,79.1,22.3,179.9,72.2,305.4,26.3,parcialmente nublado,parcialmente nublado
Lima,2,28,20,19.3,79,16.6,184.7,79.8,238.8,20.6,parcialmente nublado,parcialmente nublado
Lima,2,28,20.2,19.2,76.2,24.1,174,64.1,258.1,22.2,parcialmente nublado,parcialmente nublado
Lima,2,28,20.6,19.1,76.2,22.3,187.3,67,280.1,24,parcialmente nublado,parcialmente nublado
Lima,2,27,21,19.5,79.9,25.9,175.1,71.5,277.3,23.9,parcialmente nublado,parcialmente nublado
Lima,2,27,19.6,19.5,80.2,16.6,194.3,63.7,242.6,20.9,parcialmente nublado,parcialmente nublado
Lima,2,27,21,18.5,77,24.1,176.2,74.6,262,22.6,parcialmente nublado,parcialmente nublado
Lima,2,26,19,18,77.6,24.1,176.5,61.2,304.8,26.4,parcialmente nublado,parcialmente nublado
Lima,2,24,19,17.8,78.9,14.8,268,69.8,251.9,21.6,parcialmente nublado,parcialmente nublado
Lima,2,27,21,18.4,76.6,18.4,178.3,83,198.7,17.3,parcialmente nublado,parcialmente nublado
Lima,2,26,20,18.8,78.7,27.7,178.7,80.7,265.5,22.9,parcialmente nublado,parcialmente nublado
Lima,2,27,19.4,19.3,80.5,20.5,179.1,64.8,307.5,26.6,parcialmente nublado,parcialmente nublado
Lima,2,27,19.7,19.5,82.8,16.6,179.6,77.5,297.8,25.8,parcialmente nublado,parcialmente nublado
Lima,2,27,20,20,81,16.6,180.6,80.4,191,16.7,parcialmente nublado,parcialmente nublado
Lima,2,27,21,20,84.2,18.4,181,72.4,268.5,23.3,parcialmente nublado,parcialmente nublado
Lima,2,27,21,20.2,84.3,18.4,172.7,72.2,274.2,23.6,parcialmente nublado,parcialmente nublado
Lima,3,28,20.3,20.1,81,16.6,181.8,86.8,264.2,22.9,parcialmente nublado,parcialmente nublado
Lima,3,29,21,20,78.7,13,190.2,83.3,273.3,23.7,parcialmente nublado,parcialmente nublado
Lima,3,30,21,19.3,74.4,13,195.7,79.2,263.3,22.8,parcialmente nublado,parcialmente nublado
Lima,3,29,20.3,19.3,76.6,18.4,184.9,80.7,263,22.7,parcialmente nublado,parcialmente nublado
Lima,3,29,20.8,20,77.8,20.5,176.2,75.4,236.5,20.4,parcialmente nublado,parcialmente nublado
Lima,3,28,21,19.9,77.3,14.8,179.2,73.3,219.3,18.9,parcialmente nublado,parcialmente nublado
Lima,3,30,21,19.8,75.1,16.6,182.3,76,223.7,19.3,parcialmente nublado,parcialmente nublado
Lima,3,28,21,19.5,76.2,18.4,177.7,76.7,198.1,17,parcialmente nublado,parcialmente nublado
Lima,3,27,20,19.6,80,20.5,179.8,84.2,297.9,25.7,parcialmente nublado,parcialmente nublado
Lima,3,28,22,19.6,77.5,27.7,170.7,77.4,220.5,19.2,parcialmente nublado,parcialmente nublado
Lima,3,29,20.5,19.8,80.6,20.5,179.9,82.6,230.5,20.1,parcialmente nublado,parcialmente nublado
Lima,3,27,20,19.2,77,20.5,180,79.2,306.7,26.5,parcialmente nublado,parcialmente nublado
Lima,3,28,20.6,18.3,75.3,16.6,184.4,55,286.4,24.8,parcialmente nublado,parcialmente nublado
Lima,3,28,19,18.2,76.8,14.8,203.7,67.8,257.3,22.3,parcialmente nublado,parcialmente nublado
Lima,3,26,20,18.4,79.9,11.2,248.9,73.6,278.4,24.2,parcialmente nublado,parcialmente nublado
Lima,3,27,21,18.6,75.3,14.8,212.4,85,271.3,23.4,parcialmente nublado,parcialmente nublado
Lima,3,25,19,18,78.8,18.4,176.7,68.1,194.4,16.8,parcialmente nublado,parcialmente nublado
Lima,3,26,20,17.9,76.4,29.5,172.5,75.6,292,25.4,parcialmente nublado,parcialmente nublado
Lima,3,26,20,17.9,75.9,18.4,175.7,65.4,291.6,25.1,parcialmente nublado,parcialmente nublado
Lima,3,25,20,18,77.2,16.6,181.3,82,248.7,21.5,parcialmente nublado,parcialmente nublado
Lima,3,28,20,18.2,75.4,22.3,188.2,83.8,276,23.6,parcialmente nublado,parcialmente nublado
Lima,3,26,19.3,18.2,79.9,16.6,178.9,67.4,195.8,16.9,parcialmente nublado,parcialmente nublado
Lima,3,26,19,17.6,77.8,27.7,170.4,61.5,279.7,24,parcialmente nublado,parcialmente nublado
Lima,3,24,18,17.3,80.6,27.7,169.7,63.9,309.5,26.8,parcialmente nublado,parcialmente nublado
Lima,3,25,19,17.1,77.5,22.3,173.4,70.8,305.2,26.4,parcialmente nublado,parcialmente nublado
Lima,3,26,18,17.1,79.3,24.1,172.7,76,284.6,24.7,parcialmente nublado,parcialmente nublado
Lima,3,24,18,17.5,82.6,24.1,171.6,75.1,300.1,26.1,parcialmente nublado,parcialmente nublado
Lima,3,24,19,17.5,81.3,24.1,169.7,87.7,293.6,25.5,parcialmente nublado,parcialmente nublado
Lima,3,24,19,17.3,81.5,22.3,170.1,67.7,295.6,25.6,parcialmente nublado,parcialmente nublado
Lima,3,24,18,17.5,81.7,24.1,170.3,76,293.2,25.5,parcialmente nublado,parcialmente nublado
Lima,4,25,18,17,81.2,16.6,183.3,69.3,266.9,23.3,parcialmente nublado,parcialmente nublado
Lima,4,25,18,17.1,80.8,14.8,198.4,66.4,282.4,24.5,parcialmente nublado,parcialmente nublado
Lima,4,25,19,16.8,77.4,20.5,183.9,75.4,254.8,22,parcialmente nublado,parcialmente nublado
Lima,4,26,18,16.9,77.7,16.6,185,76.5,284.4,24.7,parcialmente nublado,parcialmente nublado
Lima,4,25,18,16.8,78.4,18.4,180.8,73.1,199.1,17.2,parcialmente nublado,parcialmente nublado
Lima,4,27,18,17.1,79.2,14.8,183.4,30,285,24.7,parcialmente nublado,parcialmente nublado
Lima,4,26,17.8,17.2,79.2,14.8,179.1,40.6,291.9,25.3,parcialmente nublado,parcialmente nublado
Lima,4,26,18,16.9,78.2,13.3,188.5,71.5,274.2,23.8,parcialmente nublado,parcialmente nublado
Lima,4,25,18,17,81.6,18.4,186.7,70.6,294.6,25.5,parcialmente nublado,parcialmente nublado
Lima,4,25,18,16.6,78.5,20.5,175.4,57.4,269.2,23.2,parcialmente nublado,parcialmente nublado
Lima,4,24,18,16.1,77.2,25.9,169.4,22.6,295.7,25.6,parcialmente nublado,parcialmente nublado
Lima,4,24,17,15.9,79.9,18.4,184.3,32.5,288,25,parcialmente nublado,parcialmente nublado
Lima,4,24,18,15.9,78.5,22.3,184.2,52.5,295,25.4,parcialmente nublado,parcialmente nublado
Lima,4,22,17,16,84.8,20.5,186.6,52.2,288.4,24.8,parcialmente nublado,parcialmente nublado
Lima,4,22,17,16.1,84.4,27.7,181.2,38.9,294.4,25.6,parcialmente nublado,parcialmente nublado
Lima,4,23,17,16.4,86.1,14.8,209.9,55.3,293.5,25.5,parcialmente nublado,parcialmente nublado
Lima,4,24,17,16,78.4,29.5,169.7,39.2,285,24.5,parcialmente nublado,parcialmente nublado
Lima,4,24,16,15.9,80.9,22.3,177.3,36.4,286.4,24.5,parcialmente nublado,parcialmente nublado
Lima,4,22,17,16.7,85,27.7,166.5,56.3,281.9,24.5,parcialmente nublado,parcialmente nublado
Lima,4,22,18,16.5,84.7,27.7,175.8,44.2,285.6,24.6,parcialmente nublado,parcialmente nublado
Lima,4,22,18,16.1,82.3,16.6,218.7,80.3,278.3,24.1,parcialmente nublado,parcialmente nublado
Lima,4,24,17,16.1,81.7,25.9,176.1,60,275.2,23.6,parcialmente nublado,parcialmente nublado
Lima,4,23,16,16.3,85,16.6,218.1,43.7,276.3,23.9,parcialmente nublado,parcialmente nublado
Lima,4,23,16,16,83.4,13,225.5,68.4,276.2,23.9,parcialmente nublado,parcialmente nublado
Lima,4,23,17,16.3,83.8,18.4,185,42.3,274.9,23.7,parcialmente nublado,parcialmente nublado
Lima,4,20,17,16.3,89.2,16.6,241.2,72,273.2,23.5,parcialmente nublado,parcialmente nublado
Lima,4,23,16,16.5,86,14.8,201.1,57.3,268,23,parcialmente nublado,parcialmente nublado
Lima,4,23,17,16.8,88.3,18.4,188.2,53.7,271.1,23.4,parcialmente nublado,parcialmente nublado
Lima,4,21,17,16.5,86.2,20.5,185.2,59.3,269.2,23.2,parcialmente nublado,parcialmente nublado
Lima,5,20,17,16.2,87.8,16.6,262.2,88,267.3,23.2,parcialmente nublado,parcialmente nublado
Lima,5,22,17,16.1,82,16.6,243.3,81.7,169.9,14.9,parcialmente nublado,parcialmente nublado
Lima,5,23,17,16.2,82.9,22.3,171.5,70.4,259.5,22.3,parcialmente nublado,parcialmente nublado
Lima,5,20,17,15.8,87.2,18.4,280,91.6,259.5,22.4,nublado,parcialmente nublado
Lima,5,21,17,15.2,80.5,20.5,317.3,96.1,218.3,19,nublado,nublado
Lima,5,23,16,15.6,80.1,24.1,176.7,43.2,232.3,20.1,parcialmente nublado,nublado
Lima,5,23,16,16.2,81.3,20.5,174.1,48.2,245.2,21.1,parcialmente nublado,parcialmente nublado
Lima,5,21,17,16.4,87.5,18.4,203.5,89.7,253.8,22,parcialmente nublado,parcialmente nublado
Lima,5,23,16,16.3,80,24.1,166.9,21.2,252.2,21.8,parcialmente nublado,parcialmente nublado
Lima,5,26,16.5,16.8,79.5,27.7,163.2,70.1,252.6,21.9,parcialmente nublado,parcialmente nublado
Lima,5,21,17,16.5,86.6,16.6,182.4,44.2,242,20.9,parcialmente nublado,parcialmente nublado
Lima,5,22,16,16.3,88.8,14,182.5,60.3,250.6,21.7,parcialmente nublado,parcialmente nublado
Lima,5,22,16,16.1,89.6,14.8,193.9,59.7,251.1,21.7,parcialmente nublado,parcialmente nublado
Lima,5,21,16,16,86,14.8,195.9,50.8,251.5,21.8,parcialmente nublado,parcialmente nublado
Lima,5,22,17,16.1,85.3,16.6,204.8,85.3,227.6,19.5,parcialmente nublado,parcialmente nublado
Lima,5,21,16,16.2,88.9,16.6,281.4,61.7,242.2,21.1,parcialmente nublado,parcialmente nublado
Lima,5,23,2,16.8,88.4,22.3,200.5,85.4,188.7,16.3,parcialmente nublado,parcialmente nublado
Lima,5,22,18,17,87.2,20.5,175,84.6,140.1,12,parcialmente nublado,parcialmente nublado
Lima,5,20,17,16.9,90.4,18.4,186,96.3,222.8,19.4,nublado,parcialmente nublado
Lima,5,20,18,16.9,88.8,14.8,179.1,96,240.9,20.9,nublado,nublado
Lima,5,20,17,16.7,88.8,22.3,176.9,97.3,244.6,21.2,nublado,nublado
Lima,5,19,16.2,16.1,90.4,20.5,171.1,97,248.8,21.6,nublado,nublado
Lima,5,21,17,15.8,84.9,18.4,172.3,96.7,243.5,21,nublado,nublado
Lima,5,20,16,15.1,84.5,16.6,197.2,79.7,247.8,21.4,parcialmente nublado,nublado
Lima,5,21,15,14.5,85.2,16.6,176.5,61.8,248.9,21.4,parcialmente nublado,parcialmente nublado
Lima,5,21,15,14.3,81.4,16.6,185,55,228.7,19.8,parcialmente nublado,parcialmente nublado
Lima,5,22,16,14.5,78,20.5,165.7,80.8,236.4,20.5,parcialmente nublado,parcialmente nublado
Lima,5,20,15,14.6,84.6,13,212.3,75.9,240.6,21,parcialmente nublado,parcialmente nublado
Lima,5,19,16,14.7,85.8,18.4,205,61.3,229.9,19.9,parcialmente nublado,parcialmente nublado
Lima,5,18,15,14.3,87.8,18.4,298.8,78.7,239.8,20.6,parcialmente nublado,parcialmente nublado
Lima,5,18,15,14.5,90.9,24.1,216.6,79.8,241.9,20.9,parcialmente nublado,parcialmente nublado
Lima,6,21,15,14.3,82.5,29.5,165.2,58.5,245.9,21.3,parcialmente nublado,parcialmente nublado
Lima,6,17,15,13.9,85.4,14.8,240.8,88.2,242.1,21.1,parcialmente nublado,parcialmente nublado
Lima,6,17,14,13.2,86.2,14.8,289.8,89,239.3,20.9,parcialmente nublado,parcialmente nublado
Lima,6,20,15,13.3,81.1,14.8,242.1,61.7,240.2,21,parcialmente nublado,parcialmente nublado
Lima,6,20,15,13.5,82.7,11.2,241.2,65.4,237.5,20.5,parcialmente nublado,parcialmente nublado
Lima,6,19,14,13.9,87,16.6,192.4,67.7,230.4,19.8,parcialmente nublado,parcialmente nublado
Lima,6,20,15,14.7,87.2,18.4,170.9,78.8,206.3,17.8,parcialmente nublado,parcialmente nublado
Lima,6,18,16,15.3,90.8,29.5,163.9,90.1,231.1,20,nublado,parcialmente nublado
Lima,6,19,16.5,15.9,87.4,20.5,171.6,97.6,227.6,19.8,nublado,nublado
Lima,6,19,17,15.7,87.3,18.4,171.7,99.5,222,19.2,nublado,nublado
Lima,6,21,15.8,15.2,82.3,13,177.8,78.2,237,20.5,parcialmente nublado,nublado
Lima,6,21,15.8,14.9,84.2,16.6,189.8,71.5,232.9,20,parcialmente nublado,parcialmente nublado
Lima,6,19,15,14.9,86.7,27.7,164,93.5,226.5,19.5,nublado,parcialmente nublado
Lima,6,21,17,15.8,85.3,22.3,172.1,93.3,234.6,20.3,nublado,nublado
Lima,6,18,17,15,86.2,16.6,264.7,100,235.6,20.3,nublado,nublado
Lima,6,18,16,15,87.9,14.8,287.1,100,237.6,20.7,lluvioso,nublado
Lima,6,20,15.3,14.7,83.2,14.8,179.9,95.2,235.9,20.5,nublado,lluvioso
Lima,6,20,16,14.7,83.3,22.3,170.2,60.9,236,20.2,parcialmente nublado,nublado
Lima,6,20,15,14.1,82.4,25.9,165.6,82.1,234.4,20.2,parcialmente nublado,parcialmente nublado
Lima,6,18,15.4,14,86,15.1,195.6,92.1,223.6,19.3,nublado,parcialmente nublado
Lima,6,18.1,15.3,14,86.5,14.8,196.2,93.4,232.6,20,nublado,nublado
Lima,6,19,15.7,14,84.7,16.6,202.4,94.5,225.9,19.5,nublado,nublado
Lima,6,18.9,15,14,87.4,22.3,217.3,95.3,237.1,20.5,nublado,nublado
Lima,6,19.4,15,13.9,88.1,18.7,198.3,92.3,236.5,20.5,nublado,nublado
Lima,6,16.5,15,13.9,89,16.6,273.7,95.9,237.6,20.7,nublado,nublado
Lima,6,16,15,13.8,89.3,16.2,262.9,95.9,236.9,20.5,nublado,nublado
Lima,6,17,15,13.9,91.4,20.5,178.1,100,237.5,20.6,nublado,nublado
Lima,6,16,15,13.3,88.1,14.8,266,100,236.8,20.4,nublado,nublado
Lima,6,17,14.8,13,83.5,16.6,213.5,95.8,236.4,20.3,nublado,nublado
Lima,6,21,15,13.6,78.6,16.6,171.1,41.1,232.6,20.1,parcialmente nublado,nublado
Lima,7,19,14,14.1,86.6,22.3,173.4,40.6,234.2,20.1,parcialmente nublado,parcialmente nublado
Lima,7,17,15,14,88.7,13,196.8,99.5,235.7,20.3,nublado,parcialmente nublado
Lima,7,17,14,13.8,90.4,16.6,177.9,100,240,21.1,nublado,nublado
Lima,7,16.1,14,13,87.7,16.6,173.7,98.3,238.5,20.9,nublado,nublado
Lima,7,16.2,14,12.8,85.3,18.4,180.1,99.4,236.8,20.6,nublado,nublado
Lima,7,17,15,12.6,82.9,14.8,219.6,96.9,237.1,20.7,nublado,nublado
Lima,7,18.2,15,12.8,82.6,12.2,190.2,88.5,239.2,21,parcialmente nublado,nublado
Lima,7,17,15,12.8,84.3,20.5,179.3,100,235.9,20.6,nublado,parcialmente nublado
Lima,7,18,15,12.7,82.5,16.6,198.4,94.8,240.2,20.9,nublado,nublado
Lima,7,18,15,13.1,81.8,22.3,172.5,95.9,236.4,20.5,nublado,nublado
Lima,7,17,14.6,13.4,84.8,14.8,184.3,96.9,232.3,20.2,nublado,nublado
Lima,7,17,15,13.6,86.1,17.3,210.4,99.6,237.9,20.8,nublado,nublado
Lima,7,18,14.5,13.8,85.9,20.5,171.4,95.3,239.4,20.8,nublado,nublado
Lima,7,17,15,13.5,88,14.8,185.3,100,241.4,21.1,nublado,nublado
Lima,7,16,14,13.2,87.9,13,218.3,100,241.9,20.9,nublado,nublado
Lima,7,18,14,13.4,88.7,20.5,187.5,99,243.3,21.1,nublado,nublado
Lima,7,16.6,14,13.1,87.2,11.2,204.5,97.4,243.1,20.9,nublado,nublado
Lima,7,19,14,13.3,84.6,20.5,171.5,87.1,200.1,17.5,parcialmente nublado,nublado
Lima,7,19.2,15,13.4,85.2,14.8,179.6,89.7,245,21.2,parcialmente nublado,parcialmente nublado
Lima,7,18,15,13.4,84.5,22.3,171.9,99.5,247.8,21.3,nublado,parcialmente nublado
Lima,7,18,15,13.7,86.2,22.3,233.4,99.5,242.6,20.9,nublado,nublado
Lima,7,17.4,14.6,13.1,83.8,26.6,183.7,96,249.2,21.4,nublado,nublado
Lima,7,17,15,13.2,84.9,13,239.4,100,249,21.6,nublado,nublado
Lima,7,16,15,13.4,87.6,14.8,174.8,100,252.8,21.7,nublado,nublado
Lima,7,16,15,13.2,87,20.5,163.7,99,250.6,21.6,nublado,nublado
Lima,7,16,15,13.5,89.9,20.5,166.7,100,253.7,22,nublado,nublado
Lima,7,17,14,13.2,87.8,13,220.6,96.8,252.4,21.8,nublado,nublado
Lima,7,16,15,13,85.6,14.8,181.2,95.8,254.9,21.9,nublado,nublado
