mes,maxC,minC,rocioC,hum_rel,velo_vien_kph,vien_grad_sex,nubosidad_por,radiac_solar_watios_m2,energ_solar_MJ_m2,clase_hoy,clase_manana
6,23,16,16.2,80.9,13,183.1,57.3,237.9,20.6,parcialmente_nublado,parcialmente_nublado
6,23.2,19,17.1,81.3,14.8,190,83.2,235.5,20.1,parcialmente_nublado,parcialmente_nublado
6,22,19,17.1,83,22.3,172,96.6,225.9,19.6,nublado,parcialmente_nublado
6,21,19,16.8,82.6,22.3,160.7,99.1,208.4,18.1,nublado,nublado
6,22,18.8,16.7,80.8,20.5,167.4,100,233.8,20.3,nublado,nublado
6,22,19,16.5,79.2,13,187.7,100,224.9,19.5,nublado,nublado
6,22.7,19,16.5,78.2,24.1,164.2,95.2,240.9,21.1,nublado,nublado
6,20,18.9,16.4,82.8,13,190.1,100,242.9,21.1,nublado,nublado
6,21,19,16.4,81.6,14.8,173.1,100,238.3,20.7,nublado,nublado
6,21.1,19,15.9,79,22.3,166.4,100,236.9,20.5,nublado,nublado
6,21.1,18.9,14.8,73.9,16.6,161.5,98.7,240.6,21.1,nublado,nublado
6,22,17.9,15,76.2,13,178.6,70.7,235.7,20.3,parcialmente_nublado,nublado
6,21.1,17,15.8,81,16.6,179.3,95.9,233.4,20,nublado,parcialmente_nublado
6,23,18,16.1,79.1,14.8,183.1,66.6,236.6,20.3,parcialmente_nublado,nublado
6,22.1,17.7,16,78.1,14.8,175.4,90.5,237,20.4,nublado,parcialmente_nublado
6,24,17.8,16.4,77.8,16.6,176.1,52,227.4,19.5,parcialmente_nublado,nublado
6,23,19,16.9,80.7,20.5,168.8,81.2,233.2,20,parcialmente_nublado,parcialmente_nublado
6,21,18.9,17.2,86.3,24.1,169.5,98.9,205.7,17.8,nublado,parcialmente_nublado
6,21,18.2,16.8,85.4,22.3,163.8,100,231.1,20.1,nublado,nublado
6,21,18,16.8,85.5,14.8,173.8,95.9,207.4,18.1,nublado,nublado
6,20.8,18,16.4,83.3,20.5,162.9,100,212.9,18.4,nublado,nublado
6,20,18,16,83,18.4,165.4,100,212.6,18.3,nublado,nublado
6,20,17.7,15.9,85.5,14.8,169.9,100,219.2,19,nublado,nublado
6,20,18,15.9,84.4,13,172.1,100,229.2,19.8,nublado,nublado
6,22,17.9,15.6,78.6,18.4,164,94.3,233.4,20.1,nublado,nublado
6,20,17,15.4,82.1,16.6,178.2,98.6,227.1,19.4,nublado,nublado
6,21,18,16,81.8,22.3,168,99.1,231.1,20,nublado,nublado
6,20,17,15.8,84.4,18.4,168.2,93.5,231.6,20.1,nublado,nublado
6,22.1,17.2,15.4,79.2,18.4,168.2,85.6,234.3,20.4,lluvioso,nublado
7,20,17,15,82.1,22.8,175.8,95,225.1,19.6,nublado,lluvioso
7,20,17,15.1,82.7,16.6,170.8,99.5,213.4,18.4,lluvioso,nublado
7,19,17,15.1,82.4,18.4,170.4,98.6,219.2,18.7,nublado,lluvioso
7,19,17,15.9,89.4,11.2,176.1,100,221.6,19.2,nublado,nublado
7,19.8,16.8,15.9,90,16.6,169.4,100,230.7,19.9,nublado,nublado
7,19,16.9,15.9,90.7,14.8,168.8,100,187.4,16,nublado,nublado
7,19,16.8,15.5,89,13,174.1,100,211.4,18.3,nublado,nublado
7,20,17,15,83.1,22.3,161.5,99.8,231.1,20.1,nublado,nublado
7,20.2,17,14.9,80.7,16.6,185.5,98.4,235.7,20.3,nublado,nublado
7,19,17,15.4,86.3,14.8,195.3,100,242.9,21.1,nublado,nublado
7,20,17,14.7,80.5,20.5,174.2,100,242.6,21.1,nublado,nublado
7,19,16,15.1,88.6,14.8,196.3,97,227.2,19.7,nublado,nublado
7,19,16.9,15.1,84,11.2,180.3,99.3,227.1,19.7,nublado,nublado
7,19.2,16,15.7,90.6,11.2,180.5,89.9,230.5,20,parcialmente_nublado,nublado
7,22,17,16.1,84.5,25.9,166.7,81.1,230.8,20.2,parcialmente_nublado,parcialmente_nublado
7,20,17,16,87.8,20.5,166.5,100,243,21.1,nublado,parcialmente_nublado
7,19,16.9,15.6,88.7,16.6,179.9,99.5,246.2,21.3,nublado,nublado
7,18.1,16,15,88.1,11.2,202.2,99.5,248.3,21.5,nublado,nublado
7,18,16,14.9,87.5,18.4,181.8,100,247.4,21.4,nublado,nublado
7,18,16,14.7,86.5,25.9,162,98.6,251.2,21.7,nublado,nublado
7,19,16,13.9,79.5,16.6,256.4,97.7,251.8,21.7,nublado,nublado
7,18,16,14,81.9,13,178.1,100,247.7,21.3,nublado,nublado
7,18,16,14.2,82.4,11.2,179.1,100,248,21.4,nublado,nublado
7,18,15.8,14.3,84.6,22.3,167.6,99.5,251.2,21.7,nublado,nublado
7,19.9,16,13.7,80.9,20.5,165.4,100,252.9,21.8,nublado,nublado
7,19,16,13.6,80.1,13,298.6,100,252.7,21.9,nublado,nublado
7,20.1,16.9,14,77.5,13,269.8,86.7,253.1,21.9,parcialmente_nublado,nublado
7,21,16.9,14.5,79.5,24.1,167.4,75.5,256,22.2,parcialmente_nublado,parcialmente_nublado
7,21,15.9,14.6,82.3,14.8,175.7,96.6,260.6,22.5,nublado,parcialmente_nublado
7,20,16,14.9,83.8,24.1,168,99.1,253.6,22,nublado,nublado
7,19,16,14.6,83.5,20.5,171.4,100,171.6,15.1,nublado,nublado
8,18,16,14.5,84.8,20.5,175.1,100,248,21.6,nublado,nublado
8,17,16,13.9,86.1,14.8,176.9,99.8,261.3,22.6,nublado,nublado
8,17.1,15,13.4,84.1,9.4,273.1,100,258.3,22.4,nublado,nublado
8,19,16,13.9,82.6,18.4,173.2,95.4,253.8,21.8,nublado,nublado
8,18,15.7,13.7,83.7,14.8,176.1,100,258.5,22.4,nublado,nublado
8,17,15,13.7,85.6,9.4,213.6,99.5,244.8,21.1,nublado,nublado
8,18,15.8,13.7,83,13,193.9,99.1,262.7,22.6,nublado,nublado
8,20,15.9,14,84,18.4,168,94.5,266.1,22.8,nublado,nublado
8,18,15,13.8,85,13,197.8,97.9,262,22.6,nublado,nublado
8,18,15,13.8,85.3,13,190.8,97.9,258.9,22.5,nublado,nublado
8,18,16,13.7,83,11.2,176.2,100,264.2,22.7,nublado,nublado
8,18,15.2,13.8,84.3,16.6,178.6,100,268.1,23.1,nublado,nublado
8,19,15,13.9,85,11.2,283,93.3,265.7,22.9,nublado,nublado
8,19,15.2,14.2,84.3,11.2,208.5,99.1,262.5,22.6,nublado,nublado
8,19,15,14.3,85.9,22.3,185.2,99.5,268.4,23.2,nublado,nublado
8,18.2,15,14.1,85.7,18.4,168.9,100,270.7,23.4,nublado,nublado
8,18,15.8,14.1,85.5,16.6,205.4,100,270.6,23.4,nublado,nublado
8,17.9,15,13.9,86,16.6,169.6,100,268.8,23.1,nublado,nublado
8,17.2,15,13.5,83.4,16.6,165.2,100,273.6,23.6,nublado,nublado
8,20,14.9,13.7,84.1,22.3,184.2,93.6,270,23.6,nublado,nublado
8,17,15,14,87.3,16.6,177.6,100,238.6,20.6,nublado,nublado
8,17.2,14.8,13.6,85.7,16.6,172.2,100,282.7,24.5,nublado,nublado
8,17,14.8,13.2,84.1,18.4,182.9,99.5,280.5,24.3,nublado,nublado
8,17,15,13.3,84.8,24.1,167,99.1,263.3,22.8,nublado,nublado
8,19,14.8,13.7,85,13,211.9,91,276.4,23.8,nublado,nublado
8,18,15,13.9,86.5,11.2,184.1,100,283.2,24.5,nublado,nublado
8,17.8,14.9,14,87.6,14.8,179.5,100,281.3,24.3,nublado,nublado
8,17.1,14.8,13.6,87.1,20.5,173.5,100,283.9,24.5,nublado,nublado
8,17,14.9,13.2,85.3,16.6,192.7,100,272.3,23.5,nublado,nublado
8,19,14.8,13.2,81.8,13,220.1,94,282.6,24.4,nublado,nublado
8,17.1,14,13.3,85.4,9.4,243,97.5,286.2,24.5,nublado,nublado
9,17,15,13.6,87.4,13,193.2,96.3,279.2,24.3,nublado,nublado
9,17.2,14.9,13.8,88.3,16.6,174.5,100,273.4,23.6,nublado,nublado
9,18,14,13.3,84.6,24.1,173.4,98.9,287.5,24.8,nublado,nublado
9,19,15,13.2,81.5,13,189.6,96.4,289.9,25.2,nublado,nublado
9,19,15,13.6,82.8,9.4,230.1,90.3,283.8,24.4,nublado,nublado
9,18,15,13.8,85.8,13,201.7,100,291.2,25.3,nublado,nublado
9,17,14.8,13,83.7,11.2,190.7,100,299.5,25.9,nublado,nublado
9,18.7,13.5,12.8,81,13,198.9,80.5,285.6,24.7,parcialmente_nublado,nublado
9,20,15,13.5,81.8,18.4,182.2,74.3,298.9,25.8,parcialmente_nublado,parcialmente_nublado
9,19.1,14,13.8,84.7,24.1,173.2,60.5,281,24.2,parcialmente_nublado,parcialmente_nublado
9,18,15,13.5,85.6,14.8,185.6,100,293,25.4,nublado,parcialmente_nublado
9,19.1,15,13.3,82.7,11.2,182.7,84.3,300.8,25.9,parcialmente_nublado,nublado
9,19.2,14.8,13.8,84.4,18.4,175.1,72.2,301.8,26.1,parcialmente_nublado,parcialmente_nublado
9,17.1,15,14,88.1,20.5,176.4,99.5,304.2,26.4,nublado,parcialmente_nublado
9,17.8,15,14,86.9,20.5,172.9,99.1,312.8,27,nublado,nublado
9,18.7,15,13.7,84.1,18.4,185.1,100,313.8,27.2,nublado,nublado
9,20.2,15,13.6,80.2,20.5,167.2,76,307.1,26.6,parcialmente_nublado,nublado
9,18.1,15,13.6,84.2,14.8,191.7,95.9,309.5,26.6,nublado,parcialmente_nublado
9,19,15,13.2,82.8,14.8,189,95.6,307.5,26.5,nublado,nublado
9,19,15,13.4,82.7,20.5,174.5,95.4,311.5,26.8,nublado,nublado
9,18,15,13.2,82.8,16.6,186.8,97.1,315.1,27.1,nublado,nublado
9,19,14.8,13.1,81.6,14.8,201.8,99.5,315.9,27.2,nublado,nublado
9,20.2,15,13.2,79,16.6,184.4,76.5,319.9,27.4,parcialmente_nublado,nublado
9,19,15,13.4,81.9,18.4,186.7,94,292.2,25.4,nublado,parcialmente_nublado
9,20,14.9,13.3,81.2,14.8,177.7,90.1,311.5,26.7,nublado,nublado
9,20,15,13.4,81.3,22.3,176.7,72.7,307.3,26.4,parcialmente_nublado,nublado
9,20,15,13.3,80.2,27.7,169,69.5,317.1,27.3,parcialmente_nublado,parcialmente_nublado
9,19,15,13.2,80.9,20.5,176.5,98.2,319.6,27.5,nublado,parcialmente_nublado
9,21,15,13.4,80.3,16.6,200.3,76.4,310.6,26.9,parcialmente_nublado,nublado
10,20.2,15,13.9,80.8,20.5,179.2,69.5,325.7,28.3,parcialmente_nublado,parcialmente_nublado
10,20.8,15.9,14.6,84,14.8,188.5,81.6,324.2,28.2,parcialmente_nublado,parcialmente_nublado
10,20,16,14.7,85.3,24.1,171.3,98.6,327.4,28.5,nublado,parcialmente_nublado
10,20,15.9,14.9,86.5,18.4,187.3,100,327.4,28.3,nublado,nublado
10,20,15.8,14.5,83.2,18.4,174.5,98.4,332.5,28.6,nublado,nublado
10,20.8,16,13.8,78.5,22.3,168.4,69.1,335.3,28.9,parcialmente_nublado,nublado
10,19,15.9,13.6,80.1,20.5,180,99.1,329.8,28.5,nublado,parcialmente_nublado
10,20,15.9,14.1,82.6,16.6,183.3,93.9,313.7,27.2,nublado,nublado
10,21,15.9,14.2,81.4,16.6,183.4,93.1,311.9,27,nublado,nublado
10,19.1,16,14.3,83.2,22.3,174.4,100,308,26.7,nublado,nublado
10,20,15.8,14.4,83.2,25.9,175.1,100,334.7,28.8,nublado,nublado
10,18.2,15.7,14.1,84.6,24.1,174.4,100,335.4,29.1,nublado,nublado
10,20,15.2,13.9,81.7,16.6,173.1,94.5,333.9,29,nublado,nublado
10,20.6,15,13.4,78.1,33.5,164.9,66.9,340.8,29.4,parcialmente_nublado,nublado
10,18,15,13.5,82.6,16.6,234,92.9,288.3,24.9,nublado,parcialmente_nublado
10,19.7,15,13.4,80.1,14.8,278.9,80.5,297.5,25.6,parcialmente_nublado,nublado
10,20.1,16,13.5,77.4,14.8,187.1,87.9,200.5,17.2,parcialmente_nublado,parcialmente_nublado
10,19,16,14,82.3,14.8,195.7,95.9,213.6,18.3,nublado,parcialmente_nublado
10,18.1,15,13.9,84.9,14.8,221.5,99.5,336.1,29,nublado,nublado
10,20,15,13.7,81.2,13,248.7,83.8,303,26,parcialmente_nublado,nublado
10,22.1,14,13.9,77.9,13,192.5,61,331.9,28.6,parcialmente_nublado,parcialmente_nublado
10,22,16,13.6,75.1,18.4,178.6,70.8,331.1,28.5,parcialmente_nublado,parcialmente_nublado
10,21.8,16,14.5,78.1,22.8,168.4,56.3,279.3,24.1,parcialmente_nublado,parcialmente_nublado
10,21.1,16,14.7,81.3,13,193.5,81.5,305.6,26.3,parcialmente_nublado,parcialmente_nublado
10,20,16,14.1,79.5,13,308.5,88.5,251.9,21.7,parcialmente_nublado,parcialmente_nublado
10,22.1,15,14.4,78.6,18.4,177.2,84.4,315.8,27.1,parcialmente_nublado,parcialmente_nublado
10,21,16.9,14.5,80.3,20.5,173.1,80.9,220.6,18.9,parcialmente_nublado,parcialmente_nublado
10,22,16,14.7,79.3,16.6,181.7,68,334.1,29,parcialmente_nublado,parcialmente_nublado
10,22,17,15.4,79.4,18.4,176.4,72.1,311.3,26.8,parcialmente_nublado,parcialmente_nublado
10,22,17,15,79.6,20.5,186.6,83.4,339.8,29.5,parcialmente_nublado,parcialmente_nublado
10,22,17,15,79.7,20.5,185.3,91.2,285,24.7,nublado,parcialmente_nublado
11,22,17,15.2,79.4,25.9,172.1,74.3,342.9,29.7,parcialmente_nublado,nublado
11,22,17.8,15.2,79,18.4,182.3,74.3,336.6,29.3,parcialmente_nublado,parcialmente_nublado
11,22.2,17.8,15.4,78.4,18.4,185.3,84.1,334.4,28.8,parcialmente_nublado,parcialmente_nublado
11,23,17.9,15.5,79.6,14.8,195.6,80.6,331,28.4,parcialmente_nublado,parcialmente_nublado
11,22,17,15.2,79.5,20.5,180.4,71.9,340.9,29.5,parcialmente_nublado,parcialmente_nublado
11,22,17,15.1,78.8,14.8,181.9,66.2,340.7,29.5,parcialmente_nublado,parcialmente_nublado
11,22,17,15.2,79.2,16.6,179.3,79,330.3,28.4,parcialmente_nublado,parcialmente_nublado
11,22,16,15.1,80.1,24.1,168.7,66.8,321.8,27.6,parcialmente_nublado,parcialmente_nublado
11,22,16,15.3,79.6,20.5,174.5,58.5,338,29.3,parcialmente_nublado,parcialmente_nublado
11,23,17,16.1,81.8,18.4,183.9,80.6,324.8,28,parcialmente_nublado,parcialmente_nublado
11,21,17,16.1,83.5,16.6,181.8,90.8,316.2,27.2,nublado,parcialmente_nublado
11,23,17.8,16.4,82.7,18.4,175.3,81.5,232.8,20,parcialmente_nublado,nublado
11,23.1,16.9,16,83.9,14.8,180,70.5,299.1,25.9,parcialmente_nublado,parcialmente_nublado
11,24,17.9,16,80.7,22.3,175.9,85.3,321,27.8,parcialmente_nublado,parcialmente_nublado
11,22,17,16.2,84,16.6,175.3,58.9,327.1,28.1,parcialmente_nublado,parcialmente_nublado
11,21,17,16.2,85.3,20.5,178.2,89,318.3,27.4,lluvioso,parcialmente_nublado
11,22,17,16.2,81.9,13,215.3,79.8,163.1,14,lluvioso,lluvioso
11,23,18,16.4,80.1,22.3,164.9,83.5,258,22.3,parcialmente_nublado,lluvioso
11,23,18,16.3,81.8,20.5,175.3,84.6,311,26.9,parcialmente_nublado,parcialmente_nublado
11,21,17.8,16.3,84.9,24.1,180.3,80.5,334.8,28.9,parcialmente_nublado,parcialmente_nublado
11,21,17.9,16.1,82.1,16.6,272.5,86.9,324,27.9,parcialmente_nublado,parcialmente_nublado
11,23,18,16.2,79.2,14.8,199,89.9,226.4,19.6,lluvioso,parcialmente_nublado
11,21.9,18,16.2,81,27.7,166.3,81.9,210.7,18.3,parcialmente_nublado,lluvioso
11,23,17.7,16.3,81.2,25.9,171.6,58.2,294.5,25.3,parcialmente_nublado,parcialmente_nublado
11,21,17.9,15.9,82.8,11.2,215.5,98.9,272.1,23.6,nublado,parcialmente_nublado
11,23.8,17.8,15.7,77.9,18.4,188.5,84.4,281.1,24.3,parcialmente_nublado,nublado
11,24,16,15.9,79.5,18.4,176.8,48.6,320.1,27.7,parcialmente_nublado,parcialmente_nublado
11,22.1,17,16.3,82.2,20.5,174.5,65.1,315.2,27.2,parcialmente_nublado,parcialmente_nublado
11,24,18,16.3,78.1,22.3,193.1,64.7,322,27.7,parcialmente_nublado,parcialmente_nublado
11,23.2,18,16.4,79.2,16.6,178.8,66,338.4,29.1,parcialmente_nublado,parcialmente_nublado
12,23.2,17.8,16.5,79.8,22.3,183.4,71.8,314.1,27.3,parcialmente_nublado,parcialmente_nublado
12,23,18.8,17.1,81.5,24.1,169.3,74.4,319.3,27.6,parcialmente_nublado,parcialmente_nublado
12,23.8,19,17,80.2,24.1,174.3,72.5,318.4,27.4,parcialmente_nublado,parcialmente_nublado
12,24,19,17.1,79.3,20.5,172.1,68.3,336,28.9,parcialmente_nublado,parcialmente_nublado
12,24,19,17.3,81.4,20.5,174.9,70.5,333.2,28.7,parcialmente_nublado,parcialmente_nublado
12,23,19,17.1,81.2,18.4,178.9,79.9,253.3,21.8,parcialmente_nublado,parcialmente_nublado
12,23,18.9,17.2,84,20.5,182.6,84.4,227.7,19.5,parcialmente_nublado,parcialmente_nublado
12,22.2,18.8,17,84.6,16.6,182.3,88.9,273,23.4,parcialmente_nublado,parcialmente_nublado
12,23,19,17.1,81.4,18.4,179.5,91.3,297.1,25.7,nublado,parcialmente_nublado
12,23,19,17.3,81,24.1,169.6,76.1,195.3,17.2,parcialmente_nublado,nublado
12,23,19,17.2,81.6,24.1,165.3,77.7,185.2,15.9,parcialmente_nublado,parcialmente_nublado
12,24,18,17.3,84.2,14.8,183.8,76.4,201.5,17.4,parcialmente_nublado,parcialmente_nublado
12,24.1,18,17.1,80.1,46.8,165.3,71.5,217.9,18.7,parcialmente_nublado,parcialmente_nublado
12,22.1,18.9,17.5,84.9,22.3,172.5,74.5,273.4,23.6,parcialmente_nublado,parcialmente_nublado
12,24,18,17.2,81.6,16.6,179.1,84.9,233.9,20.2,parcialmente_nublado,parcialmente_nublado
12,26,19,17.8,78.7,24.1,175.1,80.4,222.7,19.3,parcialmente_nublado,parcialmente_nublado
12,24,19,17.9,83.1,22.3,173.4,71.4,291.6,25.2,parcialmente_nublado,parcialmente_nublado
12,23,17.8,17.6,83.9,24.1,173.3,62.1,230.8,19.9,parcialmente_nublado,parcialmente_nublado
12,23,18.9,17.7,84.8,24.1,220.9,73.3,259.6,22.3,parcialmente_nublado,parcialmente_nublado
12,25,19,17.5,82.2,13,200.5,78.1,153,13.1,parcialmente_nublado,parcialmente_nublado
12,26,18.9,17,78.3,22.3,174.1,78.8,273,23.6,parcialmente_nublado,parcialmente_nublado
12,22,18,16.6,83.1,18.4,241,75.4,204.5,17.7,parcialmente_nublado,parcialmente_nublado
12,24,17.8,17.1,80.8,16.6,203.3,71.7,293.3,25.3,parcialmente_nublado,parcialmente_nublado
12,24,18,17.3,80.1,25.9,170.3,47.4,268.3,23.1,parcialmente_nublado,parcialmente_nublado
12,23,18.9,18.1,85.9,22.3,167.3,86.2,187.3,16.2,parcialmente_nublado,parcialmente_nublado
12,24,19,18.2,83.7,24.1,162.1,89,290.8,25.1,parcialmente_nublado,parcialmente_nublado
12,24,20.1,18.5,81.9,18.4,167.2,93.5,292.4,25.2,nublado,parcialmente_nublado
12,26,20.9,18.5,77.8,22.3,168.3,91,234.6,20.3,nublado,nublado
12,26,19,18.4,81.4,20.5,169.6,83.5,261.1,22.6,lluvioso,nublado
12,26.2,19,18.8,79.9,16.6,182.2,92.2,211.5,18.1,nublado,lluvioso
12,27,20,19.1,77.9,22.8,178.7,81.5,235.8,20.4,parcialmente_nublado,nublado
1,26.4,19.9,18.8,78,31.5,174.1,46.6,289.7,25.2,parcialmente_nublado,parcialmente_nublado
1,27,19.8,19.1,83.1,22.3,177.4,67.2,328.9,28.5,parcialmente_nublado,parcialmente_nublado
1,27,18.1,19,80.6,16.6,190.6,69.2,329.5,28.4,parcialmente_nublado,parcialmente_nublado
1,28,19,18.8,73.2,16.6,177.7,64.2,323.5,27.9,parcialmente_nublado,parcialmente_nublado
1,30,22,19.4,71.9,24.1,182.1,81.7,268.8,23.2,parcialmente_nublado,parcialmente_nublado
1,26.2,20.2,19.6,80.5,24.1,175.1,76.8,134.1,11.5,parcialmente_nublado,parcialmente_nublado
1,26.1,20.9,19.8,82.4,17.6,180.5,87.9,195.6,16.9,parcialmente_nublado,parcialmente_nublado
1,27,20,19.4,80.9,13,186.9,77.9,313.4,27,parcialmente_nublado,parcialmente_nublado
1,25,19.9,18.8,83.3,13,242.2,68.9,337.1,29,parcialmente_nublado,parcialmente_nublado
1,22.1,18.9,18.2,88.3,13,234.2,90.4,352.9,30.6,nublado,parcialmente_nublado
1,24,19,18.3,83.2,16.6,232.9,80,343.5,29.8,parcialmente_nublado,nublado
1,23,18.9,17.9,85.2,11.2,228.1,67.9,344.6,29.7,parcialmente_nublado,parcialmente_nublado
1,26.1,18.9,18.3,80.6,16.6,190.4,66,328.4,28.4,parcialmente_nublado,parcialmente_nublado
1,27.1,18.9,18.2,78.8,22.8,184.2,47.5,346.9,30,parcialmente_nublado,parcialmente_nublado
1,27,19,18.2,81.3,11.2,207.3,63.1,329.1,28.3,parcialmente_nublado,parcialmente_nublado
1,26,19,18.4,79,16.6,191.4,66.2,342.7,29.5,parcialmente_nublado,parcialmente_nublado
1,26,20,18.3,77,24.1,175.3,61.7,297.3,25.7,parcialmente_nublado,parcialmente_nublado
1,26,19,17.9,78.5,20.5,177.5,43.8,330.6,28.6,parcialmente_nublado,parcialmente_nublado
1,26,19,18.2,80.3,18.4,181.6,65.9,278.4,24.1,parcialmente_nublado,parcialmente_nublado
1,26.1,19,18.1,79.4,13,185.3,76.2,236,20.4,parcialmente_nublado,parcialmente_nublado
1,28,18,17.7,74.1,20.5,184.8,63.8,151.8,13.1,parcialmente_nublado,parcialmente_nublado
1,26.2,19.9,18.5,80.9,18.4,185.5,45.6,312.5,27.1,parcialmente_nublado,parcialmente_nublado
1,27,18,18.4,83,14.8,195.5,61.7,279.2,24.1,parcialmente_nublado,parcialmente_nublado
1,26,19,18.2,80.3,18.4,197.5,71.3,235,20.2,parcialmente_nublado,parcialmente_nublado
1,24.2,19.9,18.4,83,14.8,201.3,71.9,210.6,18.2,parcialmente_nublado,parcialmente_nublado
1,26,18.1,17.7,77,22.3,175.3,65.3,209.2,18.1,parcialmente_nublado,parcialmente_nublado
1,25.1,19.8,18.2,79.2,24.1,167.5,74.9,201.8,17.4,parcialmente_nublado,parcialmente_nublado
1,24.2,19.8,18.8,85,25.9,183.6,66.3,223.2,19.2,parcialmente_nublado,parcialmente_nublado
1,26,19,18.8,82.8,20.5,175.3,62.8,279,24.1,parcialmente_nublado,parcialmente_nublado
1,27,19,18.6,82.4,16.6,186.3,62.6,238.1,20.6,parcialmente_nublado,parcialmente_nublado
1,26.8,18.9,18.6,82.3,13,195.9,78.5,164,14,parcialmente_nublado,parcialmente_nublado
2,26,20,19.1,81.8,24.1,189.7,87.6,252.9,21.7,parcialmente_nublado,parcialmente_nublado
2,27.1,20.8,19.6,82.7,22.3,178,83.8,233.4,20,parcialmente_nublado,parcialmente_nublado
2,27,20,19.8,82.8,13,179.8,84.3,153.4,13,parcialmente_nublado,parcialmente_nublado
2,28,20,19.6,82.1,18.4,175.7,71.5,247.7,21.3,parcialmente_nublado,parcialmente_nublado
2,26,20,19.2,82.3,25.9,173.3,80.2,262.5,22.7,parcialmente_nublado,parcialmente_nublado
2,25.1,20,19.3,84.6,20.5,182,83.2,267.2,23,lluvioso,parcialmente_nublado
2,27,20.9,20.2,85.2,14.8,180.9,88.7,140.1,12.1,lluvioso,lluvioso
2,28,20,20,83.6,14.8,203.1,75.1,250.2,21.7,parcialmente_nublado,lluvioso
2,28,21,20.3,84.1,14.8,180.9,87.8,289.4,24.9,parcialmente_nublado,parcialmente_nublado
2,27,20,20.4,86,11.2,188.2,81.1,256,22.2,parcialmente_nublado,parcialmente_nublado
2,26,20,20,85.3,14.8,191.3,66.5,246.4,21.3,parcialmente_nublado,parcialmente_nublado
2,27.2,20,20.8,83.1,22.3,181,65.5,280.4,24.3,parcialmente_nublado,parcialmente_nublado
2,29,19,20.6,84.2,20.5,177.7,69.5,271.1,23.4,parcialmente_nublado,parcialmente_nublado
2,28.1,19.9,20,78.4,24.1,173.6,65.4,299.7,25.7,parcialmente_nublado,parcialmente_nublado
2,29,22.2,20,72.4,22.3,169,56.6,333.1,28.8,parcialmente_nublado,parcialmente_nublado
2,28,22.9,21,81.6,20.5,168.3,70.3,182.5,15.8,parcialmente_nublado,parcialmente_nublado
2,28,22,21,82.2,25.9,173.1,73.5,340.3,29.4,parcialmente_nublado,parcialmente_nublado
2,28,23,21.2,81.3,16.6,172.6,70.3,326.8,28.2,parcialmente_nublado,parcialmente_nublado
2,28,23.2,21.1,78.3,16.6,179.8,83.6,240.7,20.8,parcialmente_nublado,parcialmente_nublado
2,29,22.9,20.7,78,16.6,184.5,81.2,247.2,21.3,parcialmente_nublado,parcialmente_nublado
2,25,20.8,19.9,83.8,14.8,252.1,68.3,213.4,18.5,parcialmente_nublado,parcialmente_nublado
2,26.1,19.9,19.4,82.7,13,242.6,71.9,308.5,26.6,parcialmente_nublado,parcialmente_nublado
2,28,20,19,77.7,22.3,180.8,61.7,264.8,23,parcialmente_nublado,parcialmente_nublado
2,28,20,18.8,77.4,20.5,184.6,76.2,270.4,23.1,parcialmente_nublado,parcialmente_nublado
2,26,20.1,18.6,76.7,31.5,182.7,69.4,300.6,25.9,parcialmente_nublado,parcialmente_nublado
2,25,19,18.7,81.1,14.8,256.1,64.2,303.1,26.2,parcialmente_nublado,parcialmente_nublado
2,27.1,20.9,18.7,75.4,18.4,175.6,69.2,220.3,19,parcialmente_nublado,parcialmente_nublado
2,27,20,19.2,78.7,14.8,186.7,62.7,319.4,27.5,parcialmente_nublado,parcialmente_nublado
2,29,20,18.3,73.4,13,198.9,68.2,196.9,16.9,parcialmente_nublado,parcialmente_nublado
3,28.2,20,19.1,76.9,18.4,191.5,42.4,295.2,25.5,parcialmente_nublado,parcialmente_nublado
3,27,20.8,19.4,79.1,24.1,179.7,46,309.5,26.7,parcialmente_nublado,parcialmente_nublado
3,25.7,20,19.7,84.1,22.3,181.4,78.7,284,24.5,parcialmente_nublado,parcialmente_nublado
3,27,21.8,19.9,80.5,18.4,171.6,79.7,265.4,23,parcialmente_nublado,parcialmente_nublado
3,25,20.2,19.7,83.3,20.5,174.4,71.1,295.2,25.5,parcialmente_nublado,parcialmente_nublado
3,27.1,19,19.8,83.2,16.6,189.5,72.2,282.3,24.3,parcialmente_nublado,parcialmente_nublado
3,26,20.8,20.4,86.4,18.4,178.5,78.5,255.4,22.1,parcialmente_nublado,parcialmente_nublado
3,27.8,22,21,82.1,18.4,176.7,73.6,244.8,21.3,parcialmente_nublado,parcialmente_nublado
3,27.5,23,21.3,81.4,20.5,169.6,72.1,238.1,20.6,parcialmente_nublado,parcialmente_nublado
3,28,22.8,21.4,81.9,22.3,172.2,77.3,319.9,27.8,parcialmente_nublado,parcialmente_nublado
3,28,22,21.2,83.7,22.3,176.5,71,305.3,26.3,parcialmente_nublado,parcialmente_nublado
3,28.1,23,21.2,80.5,23.5,177.9,70.5,235.7,20.5,parcialmente_nublado,parcialmente_nublado
3,28,21.2,21.1,83.6,14.8,198.5,78.1,310.9,26.8,parcialmente_nublado,parcialmente_nublado
3,25,21.2,20.7,85,18.4,214.7,83.1,306.9,26.6,parcialmente_nublado,parcialmente_nublado
3,26,21.8,20.5,83,20.5,173.2,68.8,307.8,26.7,parcialmente_nublado,parcialmente_nublado
